chr,strand,start,end,Transcript,Splicing_type,exon_pair_len
chr8,-,53084128,53092872,NM_001352877.2,LS,8744
chr8,-,53122589,53322012,NM_001352877.2,LS,199423
chr6,-,109766399,109769596,NM_001286613.2,LS,3197
chr1,-,44463526,44466727,NM_201649.4,LS,3201
chrX,+,24523325,24549887,NM_001142386.3,LS,26562
chrX,+,24516945,24546303,NM_001142386.3,LS,29358
chrX,+,24523325,24544391,NM_001142386.3,LS,21066
chr9,+,135759297,135762958,NM_001316897.2,LS,3661
chr4,-,150354547,150663891,NM_001378177.1,LS,309344
chr4,-,150354547,150669907,NM_001378177.1,LS,315360
chr14,+,58896080,58908061,NM_001244189.2,LS,11981
chr14,+,58896080,58899175,NM_001244189.2,LS,3095
chr14,+,58894955,58908061,NM_001244189.2,LS,13106
chr14,+,58894955,58899175,NM_001244189.2,LS,4220
chr19,+,45259488,45260980,NM_005178.5,LS,1492
chr19,+,45254483,45260672,NM_005178.5,LS,6189
chr19,+,45259488,45260478,NM_005178.5,LS,990
chr19,+,45259488,45261670,NM_005178.5,LS,2182
chr19,+,45260273,45260672,NM_005178.5,LS,399
chr2,-,131846615,131849536,NM_001321743.1,LS,2921
chr2,-,131813125,131846909,NM_001321743.1,LS,33784
chr2,-,131840149,131849536,NM_001321743.1,LS,9387
chr13,+,24557865,24863316,NM_001286792.2,LS,305451
chr20,-,46025892,46035667,NR_146494.1,LS,9775
chr12,-,46316718,46325395,NM_004719.3,LS,8677
chr12,-,46319924,46327015,NM_004719.3,LS,7091
chr12,-,46325288,46355640,NM_004719.3,LS,30352
chr12,-,46318510,46339096,NM_004719.3,LS,20586
chr2,-,216252934,216273149,NM_212482.4,LS,20215
chr2,-,216272830,216273149,NM_212482.4,LS,319
chr2,-,216226691,216296687,NM_212482.4,LS,69996
chr2,-,216239936,216262571,NM_212482.4,LS,22635
chr2,-,219320302,219324628,NM_020935.3,LS,4326
chr2,-,219362748,219411021,NM_020935.3,LS,48273
chr2,-,219353026,219362580,NM_020935.3,LS,9554
chr19,+,50169941,50172194,NR_104201.1,LS,2253
chr19,+,50169941,50172421,NR_104201.1,LS,2480
chr19,+,50170275,50172194,NR_104201.1,LS,1919
chr19,+,50170275,50172421,NR_104201.1,LS,2146
chr11,+,67786241,67789339,NM_001161473.3,LS,3098
chr11,+,67786638,67787265,NM_001161473.3,LS,627
chr11,+,67782766,67789339,NM_001161473.3,LS,6573
chr11,+,67790062,67793576,NM_001161473.3,LS,3514
chr20,-,5099255,5100560,NM_002592.2,LS,1305
chr20,-,5098115,5099512,NM_002592.2,LS,1397
chr20,-,5099414,5100560,NM_002592.2,LS,1146
chr20,-,5096094,5100560,NM_002592.2,LS,4466
chr19,+,41122794,41133762,NM_001042544.1,LS,10968
chr19,+,41115651,41119102,NM_001042544.1,LS,3451
chr19,+,41111310,41118098,NM_001042544.1,LS,6788
chr19,+,41116437,41123130,NM_001042544.1,LS,6693
chr19,+,41105102,41122926,NM_001042544.1,LS,17824
chr19,+,41111634,41120352,NM_001042544.1,LS,8718
chr11,+,108004947,108013277,NM_001386682.1,LS,8330
chr11,+,108004947,108012427,NM_001386682.1,LS,7480
chr11,+,108014709,108017086,NM_001386682.1,LS,2377
chr11,+,108012331,108017086,NM_001386682.1,LS,4755
chr11,+,108005868,108012427,NM_001386682.1,LS,6559
chr11,+,108005868,108014774,NM_001386682.1,LS,8906
chr11,+,108004947,108005969,NM_001386682.1,LS,1022
chr11,+,108004546,108012427,NM_001386682.1,LS,7881
chr11,+,108004947,108009768,NM_001386682.1,LS,4821
chr11,+,108005868,108017086,NM_001386682.1,LS,11218
chr11,+,108004546,108013277,NM_001386682.1,LS,8731
chr11,+,108013163,108017086,NM_001386682.1,LS,3923
chr11,+,108010791,108014774,NM_001386682.1,LS,3983
chr3,-,67570905,67578646,NM_003848.4,LS,7741
chr15,-,65449115,65450248,NR_133680.2,LS,1133
chr1,-,16459975,16477458,NM_004431.5,LS,17483
chr12,+,7267981,7273221,NR_026947.1,LS,5240
chrY,-,15469756,15522993,NR_047607.1,LS,53237
chr5,-,150422456,150425511,NM_001252385.2,LS,3055
chr5,-,150418657,150441773,NM_001252385.2,LS,23116
chr5,-,150429384,150441773,NM_001252385.2,LS,12389
chr12,+,113866224,113873361,NM_138432.4,LS,7137
chr2,-,188225324,188296091,NM_001369434.1,LS,70767
chr2,-,188216840,188252483,NM_001369434.1,LS,35643
chr2,+,201397696,201434615,NM_001160033.1,LS,36919
chr2,+,201400787,201438700,NM_001160033.1,LS,37913
chr12,-,96059585,96104407,NM_021229.4,LS,44822
chr2,-,188332479,188361805,NM_001329239.2,LS,29326
chr2,-,188332479,188353102,NM_001329239.2,LS,20623
chr14,+,85997510,86019187,NR_144387.2,LS,21677
chr15,+,25207260,25219603,NM_001378254.1,LS,12343
chr15,+,25213078,25219603,NM_001378254.1,LS,6525
chr9,-,130502536,130507378,NM_170600.3,LS,4842
chr9,-,130509425,130536746,NM_170600.3,LS,27321
chr1,-,202302364,202302683,NM_001310326.2,LS,319
chr1,-,202304116,202304946,NM_001310326.2,LS,830
chr1,-,202302577,202304186,NM_001310326.2,LS,1609
chr11,-,130104050,130106111,NR_163265.1,LS,2061
chr9,+,112778233,112918777,NM_007203.5,LS,140544
chr9,+,112778233,112924412,NM_007203.5,LS,146179
chr9,+,112898406,112924412,NM_007203.5,LS,26006
chr10,+,98593162,98711953,NM_032440.4,LS,118791
chr10,+,98593162,98667504,NM_032440.4,LS,74342
chrX,+,133609210,133632466,NM_000194.3,LS,23256
chrX,+,133624217,133627620,NM_000194.3,LS,3403
chrX,+,133624217,133632466,NM_000194.3,LS,8249
chr6,-,86223517,86284096,NM_001350532.2,LS,60579
chr6,-,86223517,86290976,NM_001350532.2,LS,67459
chr17,+,7345094,7346111,NM_004112.4,LS,1017
chr7,+,43978029,43982456,NM_015983.4,LS,4427
chr7,+,43978029,43988336,NM_015983.4,LS,10307
chr5,+,138658151,138661973,NM_001400456.1,LS,3822
chr5,+,138651385,138657718,NM_001400456.1,LS,6333
chr5,+,138652741,138658195,NM_001400456.1,LS,5454
chr5,+,138653284,138658195,NM_001400456.1,LS,4911
chr5,+,138654596,138657718,NM_001400456.1,LS,3122
chr1,-,5969211,6027423,NR_111987.2,LS,58212
chr1,-,5936013,5987847,NR_111987.2,LS,51834
chr1,-,5924397,5926518,NR_111987.2,LS,2121
chr1,-,5923949,6027423,NR_111987.2,LS,103474
chr1,-,5927089,5937358,NR_111987.2,LS,10269
chr6,+,53847555,53859662,NR_125842.1,LS,12107
chr12,-,22643056,22677561,NM_001385322.1,LS,34505
chr1,+,156052738,156060373,NM_001282625.2,LS,7635
chr3,-,37862504,37876258,NR_110532.1,LS,13754
chr3,-,38601637,38655325,NM_198056.3,LS,53688
chr3,-,38598721,38651455,NM_198056.3,LS,52734
chr3,-,38598721,38655325,NM_198056.3,LS,56604
chr22,-,36157461,36161530,NM_001082578.4,LS,4069
chr15,+,79170554,79172921,NM_206839.3,LS,2367
chr15,+,79172853,79177425,NM_206839.3,LS,4572
chr15,+,79170554,79177425,NM_206839.3,LS,6871
chr10,+,43597789,43610184,NM_020975.6,LS,12395
chr19,-,55776645,55785990,NM_001130106.2,LS,9345
chr19,-,55777253,55791070,NM_001130106.2,LS,13817
chr6,-,32549333,32552155,NM_002124.4,LS,2822
chr6,-,32548522,32549615,NM_002124.4,LS,1093
chr6,-,32548522,32552155,NM_002124.4,LS,3633
chrX,-,44386482,44397788,NM_173794.4,LS,11306
chr16,+,66971939,66974598,NM_003869.6,LS,2659
chr16,+,66974339,66977274,NM_003869.6,LS,2935
chr4,-,78650007,78652692,NM_001365006.1,LS,2685
chr4,-,78652540,78697546,NM_001365006.1,LS,45006
chr4,-,78652540,78694320,NM_001365006.1,LS,41780
chr4,-,78669469,78695870,NM_001365006.1,LS,26401
chr15,-,77576224,77577397,NM_001385026.1,LS,1173
chr2,+,74273404,74315165,NM_001287491.2,LS,41761
chr2,+,74213106,74315165,NM_001287491.2,LS,102059
chr9,-,132581023,132585125,NM_000113.3,LS,4102
chr10,-,28543702,28569069,NM_173496.5,LS,25367
chr7,+,112096968,112108170,NM_001007245.3,LS,11202
chr3,+,1339572,1394135,NM_001349351.2,LS,54563
chr3,+,1363333,1367635,NM_001349351.2,LS,4302
chr3,+,1424976,1444170,NM_001349351.2,LS,19194
chr17,+,7797432,7800612,NM_001005273.3,LS,3180
chr20,+,37117045,37202941,NM_020336.4,LS,85896
chr1,-,243251011,243252681,NR_029401.1,LS,1670
chr1,-,243252622,243254898,NR_029401.1,LS,2276
chrX,+,55247807,55248308,NM_130467.5,LS,501
chr19,-,42461169,42462535,NM_006423.3,LS,1366
chrX,+,114844554,114871290,NM_001282337.2,LS,26736
chrX,+,114856557,114871290,NM_001282337.2,LS,14733
chrX,+,114845114,114874448,NM_001282337.2,LS,29334
chr16,+,90044046,90066705,NR_003228.1,LS,22659
chr16,+,90044046,90066432,NR_003228.1,LS,22386
chr19,-,4363716,4365622,NM_003025.4,LS,1906
chr19,-,4364084,4365622,NM_003025.4,LS,1538
chr19,-,4362608,4363470,NM_003025.4,LS,862
chr8,+,1574905,1639792,NM_001346810.2,LS,64887
chr2,+,30699267,30785158,NM_001304445.2,LS,85891
chr16,-,113584,115037,NM_022450.5,LS,1453
chr16,-,109246,112050,NM_022450.5,LS,2804
chr16,-,109246,114827,NM_022450.5,LS,5581
chr16,-,108971,111279,NM_022450.5,LS,2308
chr16,-,111382,115037,NM_022450.5,LS,3655
chr9,-,84228291,84300635,NM_001303103.2,LS,72344
chr9,-,84199362,84249216,NM_001303103.2,LS,49854
chr9,-,84249011,84300635,NM_001303103.2,LS,51624
chr9,-,84200419,84226874,NM_001303103.2,LS,26455
chr9,+,139612028,139616480,NM_152421.4,LS,4452
chr22,+,39900207,39910229,NM_001304564.2,LS,10022
chr1,-,21091869,21106404,NR_164850.1,LS,14535
chr1,-,21083658,21107033,NR_164850.1,LS,23375
chr19,+,14507153,14508035,NM_078481.4,LS,882
chr11,-,14535362,14632697,NM_148976.3,LS,97335
chr8,+,9567651,9592996,NM_003747.3,LS,25345
chr8,+,9473091,9609356,NM_003747.3,LS,136265
chr7,+,89790118,89791392,NM_012449.3,LS,1274
chr17,-,79994066,79995423,NM_016286.4,LS,1357
chr17,-,79994259,79994889,NM_016286.4,LS,630
chr7,-,6210460,6227352,NM_001367580.1,LS,16892
chr7,+,142991322,143001876,NM_032982.4,LS,10554
chr11,-,62370620,62371513,NM_153265.3,LS,893
chr3,-,58415854,58416669,NR_033384.2,LS,815
chr3,-,58415854,58417520,NR_033384.2,LS,1666
chr16,-,2328288,2348541,NM_001089.3,LS,20253
chr22,+,39117746,39124166,NM_004286.5,LS,6420
chr22,+,39122010,39125667,NM_004286.5,LS,3657
chr16,+,81053704,81060243,NM_001100624.3,LS,6539
chr16,+,81051362,81061902,NM_001100624.3,LS,10540
chr16,+,81051362,81056303,NM_001100624.3,LS,4941
chr20,+,62292650,62326833,NM_001283010.1,LS,34183
chr12,+,12974898,12980309,NM_016355.4,LS,5411
chr12,+,12975594,12977611,NM_016355.4,LS,2017
chr18,+,61558669,61562617,NM_001143818.2,LS,3948
chr4,+,47537918,47584081,NM_020453.4,LS,46163
chr12,-,53070058,53070968,NM_006121.4,LS,910
chr19,+,14655925,14674069,NM_001321170.1,LS,18144
chr19,+,14655925,14673387,NM_001321170.1,LS,17462
chr2,-,230282823,230453204,NM_139072.4,LS,170381
chr4,-,121737986,121774695,NM_001379104.1,LS,36709
chrX,+,11777911,11790374,NM_001193270.2,LS,12463
chrX,+,11777911,11790824,NM_001193270.2,LS,12913
chrX,+,11790274,11790824,NM_001193270.2,LS,550
chrX,+,11786691,11790374,NM_001193270.2,LS,3683
chr3,-,49318176,49349087,NM_003363.4,LS,30911
chr8,-,71499340,71506825,NM_001317805.2,LS,7485
chr20,+,2637046,2638134,NR_145428.2,LS,1088
chr20,+,2637419,2638134,NR_145428.2,LS,715
chr10,-,94216115,94274799,NM_001322795.2,LS,58684
chr1,+,117509532,117527607,NM_020440.4,LS,18075
chr1,+,117491813,117516945,NM_020440.4,LS,25132
chr1,+,117487300,117516945,NM_020440.4,LS,29645
chr1,+,117487300,117492194,NM_020440.4,LS,4894
chr1,+,117484336,117527607,NM_020440.4,LS,43271
chr10,+,103360494,103364969,NM_001329745.2,LS,4475
chr10,+,103364896,103368694,NM_001329745.2,LS,3798
chr8,+,17838078,17849185,NM_001352633.2,LS,11107
chr7,-,151082173,151093282,NM_001284260.2,LS,11109
chr9,+,6420911,6504691,NR_046386.2,LS,83780
chr10,+,14891719,14893322,NM_016299.4,LS,1603
chr10,+,14890607,14890894,NM_016299.4,LS,287
chr10,+,14893217,14912666,NM_016299.4,LS,19449
chr10,+,14890788,14912666,NM_016299.4,LS,21878
chr6,-,114383902,114489626,NM_001387047.1,LS,105724
chr16,-,69783115,69786274,NM_014062.3,LS,3159
chr16,-,69782134,69783241,NM_014062.3,LS,1107
chr16,-,69782134,69783021,NM_014062.3,LS,887
chr16,-,69783461,69788629,NM_014062.3,LS,5168
chr8,+,27183080,27303436,NM_173174.3,LS,120356
chr20,+,2840884,2844729,NM_022575.4,LS,3845
chr20,+,2843452,2846141,NM_022575.4,LS,2689
chr20,+,2841393,2842776,NM_022575.4,LS,1383
chr20,+,2841094,2842776,NM_022575.4,LS,1682
chr20,+,2841094,2841738,NM_022575.4,LS,644
chr20,+,2840699,2843356,NM_022575.4,LS,2657
chr20,+,2840364,2842350,NM_022575.4,LS,1986
chr20,+,2840699,2841509,NM_022575.4,LS,810
chr20,+,2842699,2844729,NM_022575.4,LS,2030
chr16,+,81965101,81972520,NM_002661.5,LS,7419
chr16,+,81819547,81954874,NM_002661.5,LS,135327
chr12,+,56481578,56492359,NM_001982.4,LS,10781
chr10,-,135183407,135184261,NM_004092.4,LS,854
chr10,-,135179479,135180497,NM_004092.4,LS,1018
chr10,-,135182426,135183535,NM_004092.4,LS,1109
chr10,-,135180392,135182526,NM_004092.4,LS,2134
chr1,-,46655155,46656189,NM_001243766.2,LS,1034
chr1,+,114522596,114523239,NM_001286352.3,LS,643
chr19,-,45667173,45668228,NM_024108.3,LS,1055
chr19,-,45667421,45668452,NM_024108.3,LS,1031
chr20,-,17929533,17936119,NM_014426.4,LS,6586
chr20,-,17923753,17929747,NM_014426.4,LS,5994
chr7,-,123197457,123225054,NR_111926.1,LS,27597
chr7,-,123190523,123225054,NR_111926.1,LS,34531
chr7,-,123185664,123225054,NR_111926.1,LS,39390
chr16,+,14173146,14234617,NM_001365421.3,LS,61471
chr8,-,120756527,120801986,NM_003184.4,LS,45459
chr8,-,120770312,120795873,NM_003184.4,LS,25561
chr12,-,122724424,122745994,NM_001351019.2,LS,21570
chr12,-,122735529,122745994,NM_001351019.2,LS,10465
chr12,-,122723133,122734592,NM_001351019.2,LS,11459
chr12,-,122726928,122734592,NM_001351019.2,LS,7664
chr12,-,122720332,122748246,NM_001351019.2,LS,27914
chr12,-,122717346,122748246,NM_001351019.2,LS,30900
chr12,-,122726928,122748246,NM_001351019.2,LS,21318
chr11,+,47310941,47346884,NR_164835.1,LS,35943
chr11,+,47310518,47346128,NR_164835.1,LS,35610
chr1,-,154033417,154076686,NM_207308.2,LS,43269
chr2,+,173335701,173349670,NM_000210.4,LS,13969
chr4,-,162508606,162954810,NM_020116.5,LS,446204
chr15,-,72495362,72499221,NM_001206796.3,LS,3859
chr15,-,72492814,72502200,NM_001206796.3,LS,9386
chr15,-,72499467,72502200,NM_001206796.3,LS,2733
chr15,-,72499467,72509841,NM_001206796.3,LS,10374
chr15,-,72495362,72502819,NM_001206796.3,LS,7457
chr15,-,72495362,72513625,NM_001206796.3,LS,18263
chr15,-,72499467,72502819,NM_001206796.3,LS,3352
chr15,-,72495362,72501232,NM_001206796.3,LS,5870
chr15,-,72495362,72509841,NM_001206796.3,LS,14479
chr19,+,1032557,1036245,NM_001303501.2,LS,3688
chr19,+,1032557,1036561,NM_001303501.2,LS,4004
chr19,+,1036065,1036561,NM_001303501.2,LS,496
chr13,-,46533617,46559896,NR_167893.1,LS,26279
chr10,+,38726017,38736649,NR_024497.2,LS,10632
chr19,+,38579360,38673380,NM_015073.3,LS,94020
chr19,+,38590601,38689172,NM_015073.3,LS,98571
chr9,+,117085942,117087177,NM_000607.4,LS,1235
chr9,+,117085942,117086368,NM_000607.4,LS,426
chr3,+,38540416,38541655,NR_153328.2,LS,1239
chr3,+,38541171,38541655,NR_153328.2,LS,484
chr3,+,38540416,38541238,NR_153328.2,LS,822
chr9,-,75520873,75543937,NM_000689.5,LS,23064
chr9,-,75524517,75539048,NM_000689.5,LS,14531
chr9,-,75526873,75532020,NM_000689.5,LS,5147
chr17,+,61683672,61684824,NM_016360.4,LS,1152
chr11,-,64888452,64889293,NM_001997.5,LS,841
chr6,+,16130787,16143448,NM_013262.4,LS,12661
chr2,-,40401845,40680489,NM_001394103.1,LS,278644
chr2,-,40402400,40680489,NM_001394103.1,LS,278089
chr2,-,40405526,40657441,NM_001394103.1,LS,251915
chr3,+,113503070,113507722,NM_001690.4,LS,4652
chr3,+,113503070,113514786,NM_001690.4,LS,11716
chr3,+,113508578,113513841,NM_001690.4,LS,5263
chr12,-,21794885,21797042,NM_001174097.3,LS,2157
chr12,-,21791286,21795059,NM_001174097.3,LS,3773
chr12,-,21791286,21797042,NM_001174097.3,LS,5756
chr12,-,21790004,21795059,NM_001174097.3,LS,5055
chr12,-,21799832,21807611,NM_001174097.3,LS,7779
chr12,-,21796868,21799950,NM_001174097.3,LS,3082
chr20,-,32000101,32026832,NM_003098.3,LS,26731
chr6,-,149838489,149842307,NM_139126.4,LS,3818
chr8,+,61693558,61768761,NM_017780.4,LS,75203
chr8,+,61707544,61774895,NM_017780.4,LS,67351
chr8,-,21996928,21998210,NM_025232.4,LS,1282
chr16,-,29870762,29871983,NM_006319.5,LS,1221
chr16,-,29871901,29874041,NM_006319.5,LS,2140
chr16,-,29872426,29874041,NM_006319.5,LS,1615
chr16,-,29870762,29874041,NM_006319.5,LS,3279
chr5,+,98106056,98109910,NM_001366509.1,LS,3854
chr4,+,44691859,44693816,NM_021927.3,LS,1957
chr21,-,44492094,44496374,NM_001320298.2,LS,4280
chr21,-,44488618,44496374,NM_001320298.2,LS,7756
chr21,-,44488618,44492311,NM_001320298.2,LS,3693
chr21,-,44493375,44496374,NM_001320298.2,LS,2999
chr20,+,60701359,60705747,NM_144703.3,LS,4388
chr1,+,155701146,155706854,NM_001199849.1,LS,5708
chr1,+,155678823,155701824,NM_001199849.1,LS,23001
chr15,+,32976760,32983964,NM_001368319.1,LS,7204
chr19,-,36032652,36034175,NR_038396.1,LS,1523
chr7,+,36455366,36465645,NM_018685.5,LS,10279
chr17,-,4641702,4642215,NM_001386809.1,LS,513
chr17,-,4638386,4641785,NM_001386809.1,LS,3399
chr15,+,94901775,94913409,NR_169527.1,LS,11634
chr15,+,94821382,94913409,NR_169527.1,LS,92027
chr15,+,94821382,94899530,NR_169527.1,LS,78148
chr15,+,94841429,94913409,NR_169527.1,LS,71980
chr15,+,94841429,94899530,NR_169527.1,LS,58101
chr20,+,46262761,46267946,NM_001174088.2,LS,5185
chr17,-,40345334,40345868,NM_001142623.2,LS,534
chr19,-,10685579,10692554,NM_001300887.2,LS,6975
chr19,-,10690391,10692310,NM_001300887.2,LS,1919
chr14,-,24709269,24709536,NM_001099274.3,LS,267
chr22,-,22057658,22058414,NR_130910.2,LS,756
chr18,-,47015728,47018203,NM_001199342.3,LS,2475
chr1,+,12004578,12030873,NM_001316320.2,LS,26295
chr1,+,12024700,12025650,NM_001316320.2,LS,950
chr1,+,12004578,12024842,NM_001316320.2,LS,20264
chr1,+,12009829,12025650,NM_001316320.2,LS,15821
chr1,+,12004578,12018000,NM_001316320.2,LS,13422
chr1,+,12014886,12030873,NM_001316320.2,LS,15987
chr1,+,12004578,12023693,NM_001316320.2,LS,19115
chr1,+,169798479,169816944,NR_159440.1,LS,18465
chr1,+,169773252,169816944,NR_159440.1,LS,43692
chr1,+,169773252,169796981,NR_159440.1,LS,23729
chr10,-,75898563,75910253,NM_001320263.2,LS,11690
chr19,+,37960378,37967336,NM_001300993.3,LS,6958
chr5,-,137894241,137903250,NM_004134.7,LS,9009
chr5,-,137893557,137904738,NM_004134.7,LS,11181
chr1,+,176524542,176659566,NM_020318.3,LS,135024
chr3,-,10345709,10361000,NM_001136026.3,LS,15291
chr3,-,10346716,10347376,NM_001136026.3,LS,660
chr3,-,10357004,10361000,NM_001136026.3,LS,3996
chr1,+,3782375,3782962,NR_104222.2,LS,587
chr2,-,75893054,75921553,NM_001201334.2,LS,28499
chr10,+,97893312,97915133,NM_001330733.1,LS,21821
chr1,-,203148888,203155473,NM_001276.4,LS,6585
chr6,-,99819303,99831700,NM_017421.4,LS,12397
chr16,+,4625174,4629026,NM_001387219.1,LS,3852
chr16,+,4624972,4649365,NM_001387219.1,LS,24393
chr12,+,100676720,100685438,NM_001330256.2,LS,8718
chr17,-,41209068,41258550,NR_027676.2,LS,49482
chr17,-,41203079,41209152,NR_027676.2,LS,6073
chr4,-,109762850,109861802,NM_001256074.3,LS,98952
chr4,-,109759253,109861802,NM_001256074.3,LS,102549
chr1,+,62228529,62619153,NM_001350145.3,LS,390624
chr20,+,20006320,20007563,NM_181527.3,LS,1243
chr20,+,20003099,20013297,NM_181527.3,LS,10198
chr5,+,78596498,78610674,NM_152405.5,LS,14176
chr5,+,78586952,78596141,NM_152405.5,LS,9189
chr5,+,78586952,78596686,NM_152405.5,LS,9734
chr4,-,1067386,1102192,NR_159501.1,LS,34806
chr11,-,105929591,105947434,NM_198439.3,LS,17843
chr11,-,118210165,118210621,NM_000732.6,LS,456
chr11,-,118210489,118211308,NM_000732.6,LS,819
chr10,-,75601926,75609091,NR_160263.1,LS,7165
chr9,-,86457151,86518933,NM_017576.4,LS,61782
chr7,+,76099616,76131773,NM_020892.4,LS,32157
chr1,-,89480229,89481097,NM_001319179.2,LS,868
chr3,-,53326098,53372172,NM_001290205.2,LS,46074
chr3,-,53324814,53346409,NM_001290205.2,LS,21595
chr1,-,144863317,144911963,NM_001350520.2,LS,48646
chr1,-,144854164,144874904,NM_001350520.2,LS,20740
chr1,-,144854517,144922279,NM_001350520.2,LS,67762
chr1,-,144859758,144881622,NM_001350520.2,LS,21864
chr1,-,144857611,144874904,NM_001350520.2,LS,17293
chr1,-,144864134,144911963,NM_001350520.2,LS,47829
chr1,-,144867920,144917932,NM_001350520.2,LS,50012
chr1,-,144855739,144918991,NM_001350520.2,LS,63252
chr1,-,144857611,144866723,NM_001350520.2,LS,9112
chr1,-,144854517,144915639,NM_001350520.2,LS,61122
chr1,-,144911881,144918991,NM_001350520.2,LS,7110
chr1,-,144865809,144911963,NM_001350520.2,LS,46154
chr1,-,144874680,144892589,NM_001350520.2,LS,17909
chr19,-,55670900,55672555,NM_001256714.1,LS,1655
chr3,+,179291156,179298796,NM_178042.4,LS,7640
chr3,+,179294407,179301236,NM_178042.4,LS,6829
chr3,+,179291156,179294099,NM_178042.4,LS,2943
chr3,+,179294407,179294701,NM_178042.4,LS,294
chr1,+,111824172,111826031,NR_003928.2,LS,1859
chr14,+,51816386,51817090,NR_038358.1,LS,704
chr14,+,23070571,23072984,NR_171624.1,LS,2413
chr11,+,46403606,46404011,NM_001270550.1,LS,405
chr7,+,100319180,100319671,NM_000799.4,LS,491
chr12,-,53701835,53702804,NM_015665.6,LS,969
chr12,-,53701628,53703505,NM_015665.6,LS,1877
chr12,-,53703384,53708633,NM_015665.6,LS,5249
chr12,-,53702508,53708225,NM_015665.6,LS,5717
chr12,-,53702508,53708924,NM_015665.6,LS,6416
chr12,-,53702743,53703505,NM_015665.6,LS,762
chr12,-,53702065,53703505,NM_015665.6,LS,1440
chr12,-,53702065,53709210,NM_015665.6,LS,7145
chr14,-,102822104,102825924,NM_032630.3,LS,3820
chr14,-,102816255,102822234,NM_032630.3,LS,5979
chr1,-,45363026,45446849,NM_020365.5,LS,83823
chr6,+,7594331,7605719,NM_152551.4,LS,11388
chr16,+,14304099,14346359,NM_001365411.2,LS,42260
chr11,+,67800389,67800750,NM_002496.4,LS,361
chr11,+,67799752,67800479,NM_002496.4,LS,727
chr11,+,67800577,67803848,NM_002496.4,LS,3271
chr3,-,10420926,10428196,NM_001001331.4,LS,7270
chr3,-,10426951,10428196,NM_001001331.4,LS,1245
chr3,-,10420926,10427011,NM_001001331.4,LS,6085
chr2,+,26332636,26350102,NM_016131.5,LS,17466
chr3,+,122943949,122964861,NM_012430.5,LS,20912
chr12,+,50146755,50149538,NM_001098576.2,LS,2783
chr17,-,46629388,46632980,NM_002146.4,LS,3592
chr2,-,189903997,189927789,NM_000393.5,LS,23792
chr12,+,6341797,6342652,NM_001769.4,LS,855
chr6,+,83806449,83828706,NM_001385857.1,LS,22257
chr17,-,1585113,1586995,NM_006445.4,LS,1882
chr17,-,1578913,1584984,NM_006445.4,LS,6071
chr17,-,1557070,1579348,NM_006445.4,LS,22278
chr17,-,1558643,1579348,NM_006445.4,LS,20705
chr17,-,1564286,1579348,NM_006445.4,LS,15062
chr17,-,1557070,1582500,NM_006445.4,LS,25430
chr17,-,1559941,1582500,NM_006445.4,LS,22559
chr17,-,1565199,1577974,NM_006445.4,LS,12775
chr17,-,1582310,1586995,NM_006445.4,LS,4685
chr1,-,29547349,29547712,NM_001349711.2,LS,363
chr11,+,82909520,82917207,NM_001300977.2,LS,7687
chr11,+,82909520,82921461,NM_001300977.2,LS,11941
